제목,저자,출판사,가격,서평,Link,category
천둥 꼬마 선녀 번개 꼬마 선녀,한강,문학동네,"12,150원","한국 최초 노벨문학상 수상!소설가 한강이 어린이를 위해 쓴 단 한 권의 창작그림책『천둥 꼬마 선녀 번개 꼬마 선녀』“2000년 8월 비가 무척 내리던 날 엄마가 되었고, 어린이책에 깊은 관심을 갖게 되어 이 이야기를 썼습니다.” _한강발목에 자꾸 감기는 긴 치마 날개옷은 싫어!불편한 것, 따분한 것은 참지 않는 두 꼬마 선녀의 흥겨운 세상 여행 장마철을 앞두고 비구름을 짜느라 여념이 없는 하늘나라 선녀들 가운데, 심심하고 지루해 못 견디는 꼬마 선녀 둘이 있습니다. 가만히 앉아서 끝도 없이 비구름을 만드는 것도 힘들고, 날개옷의 긴 치마는 발목에 자꾸 감기는 데다가 말아 올린 머리가 무거워서 목도 가누기 힘듭니다. 도저히 못 참겠다고 한탄을 늘어놓던 꼬마 선녀들은 기어이 치렁치렁한 날개옷을 벗어 버리고 알몸으로 구름 위를 달려 세상 구경에 나섭니다. 날개옷이 없으니 잠시도 가만히 서 있을 수가 없어요. 그러면 구름 속으로 발이 푹푹 빠져 버리기 때문이지요.조금도 속도를 늦출 수 없는 필사의 달음박질. 손에 땀을 쥐게 하는 두 꼬마 선녀의 긴박한 여정을 따라 나서 볼까요?",http://www.yes24.com//Product/Goods/2492186,건강 관리
2025 양승아 응급처치학개론 단원별 예상문제 (Always First),양승아,포러스,"37,800원","소방직 공무원(구급경채) 수험생을 위한 교재. 최신 기출문제와 소방승진, 응급구조사 기출문제를 선별, 변형하여 출제 가능성 높은 문제로 출제하였다. 틀린 지문보다는 옳은 지문을 찾는 유형의 문제를 다수 출제하여 실전 시험에 적응할 수 있도록 하였다. 구급 현장의 실제 상황을 사례화한 문제를 다수 구성하여 상황에 대한 문제에 적극 대처할 수 있도록 하였다. 급변하는 응급의료체계의 경향과 소방청의 관심분야 및 응급의료계의 이슈를 문제화하여 다양한 문제에 적응할 수 있도록 하였다.",http://www.yes24.com//Product/Goods/139916213,커리어 개발
시간 유전자,김혜정,라임,"11,700원","시간 유전자를 이동하는 꿈의 기술로돈만 있으면 시간을 살 수 있는 세상!“지금 바로 타임 스토어로 오세요.”영원한 생명을 꿈꾸는 자들의 흉악한 음모와그들의 비밀을 파헤치는 아이들의 아슬아슬한 추격!시간을 지배하는 ‘타임 스토어’에서 삶의 빛나는 가치를 만나다“시간을 사고파는 시대가 온다!” : 십 대 독자들에게 가장 사랑받는 작가 김혜정이 선보이는 신개념 사이언스 판타지나쁜 어른들로부터 어린이를 지켜 내는 히어로물 《헌터걸》, 단군 신화와 여우의 전설을 바탕으로 독보적인 캐릭터를 빚어낸 《오백 년째 열다섯》, 서로 다른 속도와 걸음으로 함께 걷는 아이들의 우정과 용기를 그린 《열세 살의 걷기 클럽》 등, 다양한 장르를 넘나들며 십 대 독자들의 열렬한 지지와 사랑을 받고 있는 김혜정 작가가 이번에는 사이언스 판타지를 선보인다.  ‘시간을 사고파는 세상’을 모티프로 한 《시간 유전자》는 버튼 하나만 누르면 거의 모든 것이 해결되는 최첨단의 미래 세상을 배경으로 하고 있다. 과학 기술이 발달을 거듭한 끝에 인간의 신체 나이를 조절하는 단계에까지 이른다. 바야흐로 시간 유전자의 DNA를 잘라 다른 사람에게 이식하는 ‘시간 유전자 이동’ 기술이 개발된 것이다. 이로써 부유한 사람들은 시간 유전자를 사서 영원한 생명을 누리고, 가난한 사람들은 시간 유전자를 팔아서 풍요로운 삶을 꿈꾸는 세상이 펼쳐진다. 이런 세상에서 사람들은 시간을 어떻게 사용할까? 가난하게 오래 살기보다는 시간 유전자를 팔아서 부유한 삶을 누리고 싶어 하는 엄마, 시간 유전자를 팔고 나서 친구들보다 부쩍 늙어 버린 모습에 우울해하는 아빠, 남들보다 빨리 성공하기 위해 엄마의 철두철미한 시간 관리 속에서 로봇처럼 살아가는 지후, 조금 가난하더라도 돈보다는 행복을 선택해야 한다고 믿는 서린 이모, 타임 스토어를 창립해 어마어마한 부를 축적한 뒤 생명이 무한해지면서 오히려 삶이 지루해진 미스터 유 등. 이 작품에서는 시간 유전자를 둘러싸고 저마다의 고집과 색채를 지닌 채 살아가는 다양한 인간 군상이 그려진다.",http://www.yes24.com//Product/Goods/133820564,경제적 안정과 투자
에그박사 13,에그박사,미래엔아이세움,"14,220원","생생한 관찰 스토리와 귀여운 생물 도감이 만났다!『에그박사 13』는 인기 키즈 크리에이터 에그박사의 원작 영상을 생생한 관찰 스토리와 귀여운 생물 도감으로 재구성한 자연 생물 관찰 만화입니다. 과학자, 철학가, 예술가의 눈으로 곤충의 삶을 관찰했던 프랑스의 곤충학자 파브르의『곤충기』처럼 에그박사의 눈으로 바라본 신비롭고 놀라운 자연 생물의 이야기가 가득하지요. 주인공 에그박사와 양박사, 웅박사가 자연을 누비며 신기한 생물들을 관찰하는 짜릿한 메인 스토리와 의인화된 생물들의 서브 스토리의 구성은 자연에 대한 따뜻한 정서 공감을 끌어냄과 동시에 어린이들의 탐구 본능을 일깨워 줄 것입니다. 또한 중간중간 수록된 생물 퀴즈 게임, 생물 도감 그리기, 관찰 보고서 작성하기 등 다양한 워크북 활동은 어린이 독자들의 탐구력과 집중력, 사고력을 높여 줄 것입니다.",http://www.yes24.com//Product/Goods/130134996,인간관계
파친코 1,이민진,인플루엔셜,"14,220원","“역사는 우리를 저버렸지만, 그래도 상관없다”
역사에 외면당한 재일조선인 가족의 대서사극
전 세계를 감동시킨 이민진 작가 화제작 『파친코』 새롭게 출간!

“내게 ‘한국인’은 이야기의 주인공이 될 가치가 있는 이들이다.
나는 가능한 한 오래 한국인 이야기를 쓰고 싶다.” 
- ‘한국 독자들에게’ 중에서

4대에 걸친 재일조선인 가족의 이야기를 그린 세계적 베스트셀러, 이민진 작가의 장편소설 『파친코』가 새롭게 출간되었다. 『파친코』는 재미교포 1.5세대인 이민진 작가가 30년에 달하는 세월에 걸쳐 집필한 대하소설로, 2017년 출간되어 『뉴욕타임스』 베스트셀러에 올랐다. 현재까지 전 세계 33개국에 번역 수출되었으며, BBC, 아마존 등 75개 이상의 주요 매체의 ‘올해의 책’으로 선정되었을 뿐 아니라 전미도서상 최종 후보에 이름을 올리며 평단과 대중을 모두 사로잡은 작품이다. 버락 오바마 전 미국 대통령으로부터 “회복과 연민에 대한 강력한 이야기”라는 찬사를 받으며 주목을 받았다.

지난 4월 판권 계약이 종료되며 절판되었던 『파친코』는 새로운 번역과 디자인으로 한국 독자에게 돌아왔다. 첫 문장(“역사는 우리를 저버렸지만, 그래도 상관없다”)에서부터 원문의 의미를 보다 충실하게 전달하고자 했으며, 작품 특유의 속도감 있는 문체를 살리고자 노력했다. 또한 작가가 처음 의도한 구조와 흐름을 살리기 위해 총 세 파트(1부 ‘고향’, 2부 ‘모국’, 3부 ‘파친코’)로 된 원서의 구성을 그대로 따랐다. 새 출간을 기념해 ‘한국 독자들에게’ 보내는 글에는 한국인 이야기를 계속해서 쓰는 이유를 밝혔다. 작가는 “우리가 매력적이기 때문”이라며, “한국인은 지적으로나, 감성적으로나 깊이 있는 이야기의 주인공이 될 가치가 있는 이들”이기에 앞으로도 한국의 이야기를 젊은 세대들에게 들려주고 싶다며 한국 독자들에게 각별한 애정을 표했다.",http://www.yes24.com//Product/Goods/110641272,경제적 안정과 투자
원씽 THE ONE THING,게리 켈러,비즈니스북스,"15,120원","자기계발 新고전! 
2023 전 온라인 서점 결산 종합 베스트셀러!

“이 책에는 ‘부’와 ‘성공’을 안겨줄 무기가 들어 있다!”
자청, 신사임당 등 인플루언서의 강력 추천 인생 책!

2022, 2023년 연이어 종합 베스트셀러에 선정된《원씽》이 국내 60만 부 판매를 기념하여 스페셜 에디션으로 탄생했다! 수많은 언론과 매체, 인플루언서들이 연이어 《원씽》을 다시 찾아 읽고 강력하게 추천하는 이유는 무엇일까? 오늘 날, 많은 사람이 멀티 태스킹의 환상을 가지며 동시에 여러가지 일을 잘 해내고 싶어한다. 하지만 실제 부와 성공을 거머쥔 이들의 이야기를 들어보면 다르다. 인플루언서 자청, 신사임당은 한 방송에서 100억을 벌게 만든 책으로 《원씽》을 꼽으며, 진짜 원하는 것을 이룰 수 있는 ‘단 하나’가 무엇인지 고민하자 성공의 길이 열리기 시작했다고 밝혔다. 모든 것을 동시다발적으로 해내길 바라는 사회에서 《원씽》이 주는 특별한 교훈은 우리가 지치거나 포기하지 않고 목표를 향해 앞으로 나아가는 힘이 되어준다.  

성공은 도미노처럼 작동한다. 성공한 사람들은 ‘성공에 필요한 일’이 무엇인지 알아내고 그 ‘단 하나의 일’을 순서에 맞게 진행한다. 첫 번째 일을 제대로 해내면, 도미노가 쓰러지듯 더 큰 성공의 길이 이어진다. 이렇게 차근차근 ‘단 하나의 일’을 해내다보면 어느새 더 크고 위대한 성공을 이루게 된다. 스스로 자기 인생의 ‘단 하나’, 즉 이 책이 말하는 ‘원씽’을 찾아낼 수만 있다면 누구나 부와 성공을 거머쥘 수 있다. 이 책은 누구나 자신만의 ‘원씽’을 찾을 수 있도록 도와주며 미래의 청사진을 그리고 계획을 세우는 방법과 반드시 목표를 이룰 수 있는 노하우를 전해준다. 특히 이번 리커버는 하드 커버로, 《원씽》의 메시지를 간직하고자하는 독자들에게 그 무엇보다 특별한 선물이 될 것이다.",http://www.yes24.com//Product/Goods/9349031,경제적 안정과 투자
AI 리터러시 : 인공지능 필수 지식부터 완벽 활용까지,김용성,프리렉,"22,500원","AI 시대에 필수로 알아야 할 인공지능의 원리와 개념부터학생·직장인·공무원·교육자·연구자·자영업자, 누구에게나 당장 유용한 생성형 AI 서비스 59종까지!아직 AI의 잠재력을 다 누리고 있지 못한 당신을 넥스트 레벨로 이끌, 단 한 권의 AI 교과서, 『AI 리터러시』생성형 AI는 이미 우리 생활에 상당히 깊이 들어왔고, 우리는 인공지능 이전으로 돌아갈 수 없다. AI를 모른 채로는 살아갈 수 없는 세상이다. 그렇지만 파편화된 인공지능 정보나 개별 서비스/사이트/툴의 좁은 이야기에만 머물러서는, 인공지능과 우리 개개인, 더 나아가 사회를 제대로 논할 수 없게 될 것이다. 그리하여 여기 인공지능 시대에 꼭 필요한 상식이자 최고 역량이 될 'AI 종합력', AI 리터러시(Artificial Intelligence Literacy)를 소개한다. '생성형 AI 충격' 이후, 이제 인공지능의 바다에 무작정 뛰어들거나 극히 일부만 붙들고 안주하기보다, 체계적이고 종합적인 접근을 통해 유연하고도 단단한 인공지능 시대 '생활력'을 쌓아야 할 때다. 『AI 리터러시』는 이 정도쯤은 알아야 할 수준으로 선별한 'AI와 데이터 지식'을 일러스트와 함께 친절하게 설명하며 출발한다. 인공지능의 탄생과 작동 원리부터 시작해 AI가 요즘과 근미래에 우리 사회에 끼칠 영향을 두루 조망하며 AI 시대에 대한 균형 잡힌 시각을 선보인다. 대화형 AI의 효율을 끌어올릴 질문법 '프롬프트 엔지니어링'은 물론이고, 챗GPT 외에도 수백 가지 중 엄선한 분야별 톱 서비스59종을 수록한 '생성형 AI 서비스 가이드'도 제공한다. 이 중 백미는 직업군별, 사례별로 정리한 누구에게나 유용한 'AI 활용 문제 해결법'이다. 각 서비스/툴의 첫 접속부터 실질적인 사용까지 세심히 안내한 가이드를 따르다 보면, 어느새 'AI를 보는 눈'이 트이고 다들 하는 AI가 아닌 나를 위한 '나 맞춤' AI 활용 방법의 감을 잡을 수 있을 것이다.AI 전문가가 세심히 설계한 'AI 리터러시 아카이브'를 통해 인공지능과의 첫 인사부터 200% 이상의 완벽한 활용까지 달성하고, WITH AI의 승자로 우뚝 서길 바란다.",http://www.yes24.com//Product/Goods/139705941,일과 삶의 균형
철학의 쓸모,로랑스 드빌레르,피카(FIKA),"16,920원","“인생의 모든 고통에 대한 해답은 철학에 있다!”아주 오래전 삶이 던진 질문에 니체, 데카르트, 파스칼, 스피노자, 몽테뉴가 답하다.출간 후 40주 연속 베스트셀러, 예스24 ‘올해의 책’, 2023년 최고의 책 등 대한민국에 ‘바다’ 열풍을 불러일으켰던 『모든 삶은 흐른다』의 저자 로랑스 드빌레르가 이번에는 철학 그 자체의 힘과 쓸모에 대해서 이야기한다. 삶은 이미 그 자체로 고통이다. 그리하여 고통 없는 삶이란 없다. “우리의 사랑이 죽지도, 우리를 죽이지도 않기를.” 시인 존 던의 이런 바람은 삶을 살아가는 우리의 상황을 여실히 보여준다. 우리는 늘 행복, 사랑, 성공을 원하지만, 우리가 가장 원하는 것이 우리를 불행하게 할 수도 있다. 삶의 모든 것은 무상하고, 무엇도 예측할 수 없으며, 아무것도 돌이킬 수 없기 때문이다. 삶이라는 어려운 숙제를 풀어 나갈 때, 철학이 쓸모가 있을까? 우리가 원하지만 우리를 불행하게 하는 것을 마주할 때, 철학이 우리에게 도움이 될까? 철학은 쓸모가 있다. 철학은 백면서생의 사치도 전유물도 아니다. 또 쓸모없는 것의 쓸모를, 아무런 도움이 되지 않는 행복을 예찬하지 않는다. 오히려 쓸모없다고 여겨지는 것은 어떤 것도 사유하지 않는다. 이 책에서 말하는 철학의 쓸모는 두 가지다. 하나는 여러 질병으로 고통받는 우리에게 진단과 소견을 제공하는 것, 또 다른 하나는 스스로 건강하다고 믿는 우리에게 실제로는 병에 걸린 사실을 깨닫게 하는 것이다. 이것만으로도 우리가 일생에 경험하는 대부분의 고통은 해결이 된다. 여전히 인간다운 삶에 대해 고민하고 있다면, 이 책에서 ‘한 번뿐인 인생, 어떻게 살아야 하는가’에 대한 답을 찾을 수 있을 것이다.",http://www.yes24.com//Product/Goods/130299558,경제적 안정과 투자
흔한남매 이무기 2,흔한남매,미래엔아이세움,"14,220원","등골이 섬뜩하다가도 배꼽 잡고 웃게 되는 
이해하면 무서운 이야기!

‘이무기’는 담당 선생님인 ‘두꺼비’와 동아리의 학생 ‘곱등이’, 조용한 전학생 ‘소정이’와 함께 ‘이해하면 무서운 이야기’를 연구하는 동아리입니다. 동아리 수업 시간에는 층간 소음을 내던 윗집에서 보낸 편지, 한밤중에 계속 따라오는 이상한 여자 등 ‘이해하면 무서운 이야기’가 소개되고, 쉬는 시간에는 검은깨가 잔뜩 붙은 탕후루, 남매가 쓰던 칫솔의 비밀 등 ‘이해하면 더러운 이야기’가 소개됩니다. 자, 그럼 동아리 수업을 시작해 볼까요?",http://www.yes24.com//Product/Goods/128702347,인간관계
빨모쌤의 라이브 영어회화 (특별 부록 한정판),신용하,웅진지식하우스,"19,800원","150만 영어 유목민이 선택한 유튜브 최고의 영어 수업
출간 즉시 베스트셀러
복습을 돕는 171개 한영 퀴즈를 수록한 ‘특별 부록 한정판’ 출시!

150만 구독자의 ‘인생 영어 선생님’으로 꼽히는 ‘빨모쌤(빨간모자쌤)’의 첫 책 『빨모쌤의 라이브 영어회화』가 독자들의 뜨거운 요청에 힘입어 「복습을 위한 핸디 워크북」이 추가된 ‘특별 부록 한정판’으로 재탄생했다. 워크북은 빨모쌤이 직접 고른 171개의 예문을 한영 퀴즈 형식으로 제공해 학습자의 효과적인 복습을 돕는다. 또한 본책에서 미처 다루지 못한 ‘모르고 지나친 알짜 표현 30’ 문장을 소개한다. 「복습을 위한 핸디 워크북」은 이번 한정판에서만 만나볼 수 있다. 본책에는 바람직한 영어 공부 마인드부터 빨모쌤이 엄선한 핵심 영어 표현 75개가 담겨 있으며, 책에 실린 모든 예문과 대화문을 소리 내어 연습할 수 있도록 빨모쌤이 직접 녹음·제작한 음원 강의 영상이 [라이브 아카데미] 채널에서 구매자에 한해 제공된다. 

“영어를 배울 수 있는 사람이 따로 있는 것이 아니다. 영어를 배우고 있는 사람과 그러지 않는 사람이 있을 뿐이다.” 해가 바뀌어도 절대 바뀌지 않는 목표 중 하나가 영어라면, 영어 잘한다는 소리 한 번 들어보는 것이 꿈이라면, 지금부터 빨모쌤과 함께 영어 말문이 트이는 진짜 공부를 시작해보자.

※ 이 책은 『빨모쌤의 라이브 영어회화』 특별 부록 한정판입니다. 본책의 내용은 기존과 동일하며, 「복습을 위한 핸디 워크북」이 추가되었습니다.",http://www.yes24.com//Product/Goods/125992096,경제적 안정과 투자
내가 틀릴 수도 있습니다,비욘 나티코 린데블라드,다산초당,"16,200원","달라이라마에서 페이커까지, 전 세계가 사랑한 어느 다정한 승려의 삶과 지혜,
『내가 틀릴 수도 있습니다』한정판 토마스 산체스 에디션 출간
“단숨에 읽으십시오, 기쁨으로 가득해질 것입니다!”

2022년 1월, 한 사람이 세상을 떠났다. ‘망설임도, 두려움도 없이 떠납니다’라는 한마디를 남기고. 거대한 애도의 물결이 스웨덴을 휩쓸었다. 비욘 나티코 린데블라드. 수많은 스웨덴인들을 불안에서 끌어내어 평화와 고요로 이끌었던 그는 루게릭병에 진단받은 후에도 유쾌하고 따뜻한 지혜를 전했다. 눈부신 사회적 성공을 거뒀지만 모든 것을 버리고 숲속으로 17년간 수행을 떠났던 저자의 여정과 깨달음, 그리고 마지막을 담은 책 『내가 틀릴 수도 있습니다』는 페이커, 프로야구 선수, 최재천 교수 등 입장과 세대를 불문하고 독자들에게 사랑받으며 국내에서도 베스트셀러의 자리를 지켰다. 

2024년을 맞아 『내가 틀릴 수도 있습니다』의 감동과 깨달음을 새로이 하고 또 간직하고 싶은 독자들을 위해 토마스 산체스 에디션이 출간되었다. 노벨문학상 수상자 마르케스가 극찬한 화가 토마스 산체스의 작품들 앞에서 수많은 독자들이 보는 것만으로 평화로워진다고 말했다. 그의 작품을 두 배로 수록한 이번 에디션은 판형을 대폭 키우고 고급지로 교체했으며 원단 환양장으로 제작해 펼치면 치유가 시작되는 책으로 만들고자 했다.",http://www.yes24.com//Product/Goods/108850617,경제적 안정과 투자
참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,"15,300원","“그들은 서로 사랑했는데도 
상대방에게 하나의 지옥을 선사했다.”

국내 출간 30주년 및 국내 총 판매량 100만부 달성 기념 
리뉴얼 단행본 출간

매해 노벨 문학상 후보 목록에 오르는 작가인 동시에 인터뷰나 대외 활동을 자제하고 은둔을 자처하는 작가. 체코 출신으로 ‘프라하의 봄’을 직접 경험하고 집필 및 판매 금지 등 정치적 박해를 피해 프랑스로 망명한 작가. 현재에서 멀지 않은 20세기 작가이지만 이미 살아 있는 신화가 된 작가. 밀란 쿤데라에 대한 한국인의 사랑은 특별하다. 대표작 『참을 수 없는 존재의 가벼움』의 국내 총 판매량 100만 부에 달하며, 민음사에서는 밀란 쿤데라 전집(총 15권)을 출간하기도 했다. 쿤데라를 사랑하는 독자는 광고인 박웅현, 피아니스트 김대진, 화가 황주리, 소설가 김영하, 김연수 등 각계각층에서 다양하다. 특히 지난 2016년에는 네이버 ‘지식인의 서재’ 선정 ‘우리 시대 지식인이 사랑한 책’ TOP10에 들기도 했다. 쿤데라에 대한 격찬은 그의 소설이 프랑스어로 소개된 직후 서양 지식인들에서부터 시작되었다. 쿤데라의 첫 번째 소설인 『농담』 불어판 서문에서 시인 아라공은 쿤데라를 일컬어 “금세기 최고의 소설가들 중 한 사람, 소설이 빵과 마찬가지로 인간에게 없어서는 안 되는 것임을 증명해 주는 작가”라고 격찬하며 “우리 시대 어떤 작가도 필적할 수 없는 기교를 갖추었다.”라고 했다. 또한 샐먼 루시디는 쿤데라를 “명백히 세계적으로 가장 훌륭한 예술가”라 칭했다.

이렇듯 명실공히 20세기를 아울러 현존하는 최고의 현대 소설가 중 한 명으로 꼽히는 쿤데라의 작품들은 거의 모두가 탁월한 문학적 깊이를 인정받아서 프랑스 메디치 상, 클레멘트 루케 상, 프레미오 레테라리오 몬델로 상, 유로파 상, 체코 작가연맹 상, 체코 작가출판사 상, 커먼웰스 상, LA타임스 소설 상, 두카 재단 상 등 수많은 문학상을 받았으며 해마다 노벨 문학상 후보 작가로 추천되고 있다. 미국 미시건 대학은 그의 문학적 공로를 높이 평가하면서 명예박사 학위를 수여했다.

쿤데라 작품을 독점 계약, 출판하고 있는 민음사에서는 밀란 쿤데라 국내 소개 30주년을 맞아 『참을 수 없는 존재의 가벼움』 리뉴얼 판을 선보였다. 『참을 수 없는 존재의 가벼움』은 1988년 계간 [세계의 문학] 가을호에 전재되면서 우리나라에 처음 소개되었고, 발표 직후 1988년 11월 20일 단행본으로 출간되었다. 당시에는 독문학자 송동준 교수가 독일어 판본을 옮겨 펴냈으나, 1999년 2월에 불문학자 이재룡 교수의 변역으로 다시 펴냈다. 이는 원저자인 밀란 쿤데라의 요청에 따른 것으로, 쿤데라는 프랑스어 판본을 옮기는 것이 자신의 원작에 가장 충실한 것이라고 밝힌 바 있다. 새롭게 리뉴얼해 선보이는 『참을 수 없는 존재의 가벼움』은 그간 출간된 세계문학전집 및 작가 전집 버전과 달리 밀란 쿤데라가 직접 그린 일러스트를 바탕으로 디자인한 신선한 표지와 장정으로 21세기를 살아 나가는 젊은 독자들의 눈을 다시금 사로잡을 예정이다.",http://www.yes24.com//Product/Goods/61933303,경제적 안정과 투자
2025 선재국어 한 권으로 끝장내는 마무리,이선재,에스티유니타스,"20,700원","가장 빠르게, 가장 효율적으로, 가장 체계적으로변화된 국어 시험을 완벽하게 대비하자『2025 선재국어 한 권으로 끝장내는 마무리』는 전 범위를 효율적으로 압축·정리한 핵심 요약집이다. 동시에 주요 문제가 실린 핵심 유형 문제집으로도 활용할 수 있도록 제작되었다. 즉 필수 개념과 핵심 유형의 학습을 한 번에 끝장낼 수 있도록 기획된 책이다. 또한 주요 내용이 표로 도식화되어 있어 최종 요약집 및 정리 노트로 활용할 수 있다. 본 교재는 인사 혁신처 예시 문제와 함께 신유형 실전 문제를 수록함으로써 ‘개념 학습 - 유형 확인 - 실전 연습’을 한 권으로 끝장낼 수 있도록 하였다. 특히 학생들이 가장 어려워하고 낯설게 느끼는 신영역을 앞쪽에 배치하여, 어려운 내용부터 차근차근 익힐 수 있도록 구성하였다.",http://www.yes24.com//Product/Goods/139644201,경제적 안정과 투자
28시간에 끝내는 토익스피킹 스타트,황인기,시원스쿨닷컴,"16,110원","2022년 6월 시험 변경 사항 완벽 반영!
이론부터 실전 문제까지 체계적인 학습으로 28시간에 토익스피킹 기본 완성!

2022년 6월 시험 변경 사항을 완벽히 반영하여 최신 출제 경향을 담은 유형별 문제 연습과 실전 문제 연습을 통해 단기간에 목표 점수 획득이 가능하다. 기초 문법을 모르는 영포자도 학습이 가능한 쉬운 교재로 저자가 제시하는 순서대로 따라만 해도 목표 점수 달성이 가능한 직관적인 답변 템플릿을 제공한다. 저자의 현장 강의에서만 들을 수 있는 실전 대비 팁을 제공하여 효율적인 점수 획들을 돕는다. 토익스피킹을 처음 시작하는 학습자도, 목표 점수는 있지만 점수 침체기를 겪는 학습자도 모두 활용 가능한 토익스피킹 기본서로 체계적이고 친절한 커리큘럼을 제공한다.",http://www.yes24.com//Product/Goods/29083333,경제적 안정과 투자
역사의 쓸모(개정증보판),최태성,프런트페이지,"16,200원","“삶이라는 문제에역사보다 완벽한 해설서는 없다”30만 독자가 사랑한 우리 시대의 대표 역사 교양서《역사의 쓸모》 개정증보판 출간역사가 우리 삶에 얼마나 쓸모가 있는지 이만큼 잘 설명한 책이 또 있을까요?” -독자평 중에서이 책은 출간 후 30만 부 가까이 판매된 베스트셀러 《역사의 쓸모》의 개정증보판이다. 대한민국 대표 역사 커뮤니케이터 최태성이 수십 년간 역사를 알리며 체득한 세상에서 가장 실용적인 역사 사용법을 오롯이 담았다. 이번 개정증보판에는 저자가 코로나 팬데믹 기간에 새롭게 발견한 역사의 쓸모를 소개한 글(‘위기를 극복해 온 인류의 생존법’)이 추가되어 23가지 통찰을 전한다.《역사의 쓸모》는 역사를 쉽고 재미있게 설명하는 책이 아니다. 오히려 수백 년 전 이야기로 오늘의 고민을 해결하는 방법을 알려주는 역사 사용 설명서에 가깝다. 저자 최태성이 바로 그렇게 역사를 사용하기에 가능했던 일이다. 선택의 기로에 설 때마다 역사에서 답을 찾았다고 말하는 그는 삶에 관한 가장 완벽한 해설서는 역사라고 힘주어 이야기한다. 그리고 역사를 배워서 어디에 쓰냐고 말하는 사람들에게 답이라도 하듯 이 책에서 역사를 철저히 실용적인 관점으로 바라본다. 한국사와 세계사를 자유롭게 넘나들며 선택의 기준이 되어줄 의미를 뽑아내고 자신만의 궤적을 만들며 삶을 살아간 이들을 멘토로 소환한다.‘왜 역사를 배워야 하는가’라는 질문에 명쾌하게 답하는 이 책은 수많은 독자의 인생 책으로 언급되며 2019년 출간 이후부터 줄곧 역사 베스트셀러의 자리를 지켰다. 후속작 《다시, 역사의 쓸모》와 함께 출간되는 이번 개정증보판은 그동안 변화한 사회의 모습을 현재 시점에 맞게 고쳐 썼고, 글의 핵심을 유지하며 아쉬웠던 부분은 다듬고 보완했다. 도서 안의 도판도 일부 새로 갈음했다. 수십만 독자가 열광하고, 대한민국에 쓸모 열풍을 불러일으킨 《역사의 쓸모》가 새 옷을 입고 여러분을 기다리고 있다. 역사를 골치 아픈 암기 과목이 아니라 길을 잃고 방황할 때마다 답을 구할 수 있는 삶의 해설서로 탈바꿈하는 이 책과 함께라면 삶의 모든 영역에서 역사의 교훈을 활용할 수 있는 역사 사용법을 손에 넣은 것이나 다름없다.",http://www.yes24.com//Product/Goods/128944234,경제적 안정과 투자
2025 시대에듀 투자자산운용사 한권으로 끝내기 ver 14,유창호,시대고시기획 시대교육,"34,200원","투자자산운용사 자격증은 고객의 자산(집합투자재산, 신탁재산, 일임재산)을 운용하기 위해서 반드시 갖추어야 하는 법정자격증이다. 본서는 금융투자협회에서 발간하는 2024년 투자자산운용사 기본서에 준거한 문제집으로, ‘출제경향을 반영한 문제’와 ‘첨삭식 해설’을 통해 기본서에 담긴 내용을 체계적으로 이해하고 효율적으로 시험에 합격할 수 있도록 구성되었다. 특히 ‘워밍업 → 핵심문제&보충문제 → 출제예상문제 → 최종모의고사’의 3단계 중복학습 체계로 높은 학습효과를 얻을 수 있도록 구성되었다.",http://www.yes24.com//Product/Goods/139804408,경제적 안정과 투자
내 인생 최악의 일주일 2 화요일,맷 코스그로브,비룡소,"12,600원","출간 즉시 베스트셀러!전 세계 50개국 어린이들이 열광한 일주일, 그 둘째 날황당하게 웃긴 화요일이 시작된다!끔찍한 사건과 웃음 버튼의 연속으로 독자들을 단박에 사로잡은 월요일이 가고, 드디어 화요일이 밝았다! 「내 인생 최악의 일주일(WORST WEEK EVER)」은 호주와 뉴질랜드에서만 약 20만 부가 판매되었고 전 세계 34개 언어 50여 개국에 수출된 베스트셀러 시리즈다. 우리나라에서도 월요일 편이 출간되자 즉시 뜨거운 호응을 얻었고, ‘화요일은 언제 나오느냐’는 문의가 빗발치기도 했다. 「내 인생 최악의 일주일」 시리즈는 일요일까지 총 7권으로 구성되어 있고, 아주 코믹한 만화 일러스트 덕분에 책 읽기를 어려워하는 아이들도 부담 없이 책을 펼칠 수 있다. 일주일을 테마로 6학년 소년 저스틴의 아찔할 정도로 나쁜 일이 거듭해서 벌어지는 하루하루가 쉴 새 없이 웃음을 준다. 글을 쓴 이바 아모리스와 그림을 그린 맷 코스그로브는 부부 작가다. 같이 책을 쓴 것은 이번이 처음이지만 글과 그림을 마치 한 사람이 쓰고 그린 것처럼 환상적인 호흡을 보여 준다. 유머러스한 부부의 즐겁고 재미난 모습이 책에 그대로 투영되어 있다. 맷 코스그로브는 한국 독자들을 위해 특별히 새로운 표지 그림을 그려 주기도 했다.",http://www.yes24.com//Product/Goods/136298770,경제적 안정과 투자
